,Sample_ID,fileID,fullsample_ID,sample_id_r,sampCode,armsCode,siteType,site,sitelocality0,sitelocality,temp,salinity,depth,temp_mean,turbidity_m,turbidity_std_indv,turbidity_std_rank,latitude,longitude,locality,fraction,relativeAbundance,numberOTUs,Shannon,Simpson,Pielou,Margalef,Chao1,ACE,fileID_normalized,arms,type,core_value,CHL_OM,CHL_OSD,SPM_OM,SPM_OSD,BBP_OM,BBP_OSD,PP_mean,PP_sd,CDM_OM,CDM_OSD
SH21802,primers.trimmed.1392.105.SH21802.COI.31.100_F_filt,primers-trimmed-1392-105-SH21802-COI-31-100_F_filt.fastq.gz,SH21802-COI-31-100,31_EFGshal_100,efgb_arms_31_100,EFGB_31_100,EFGB_shallow,EFGB,EFGB_shallow,EFGB_shallow,23.17,36.31,55,22.5535989,14,1.333492378,2.428571429,27.900075,-93.609576,shallow,100,79661,916,6.463200235,0.964788641,0.947681045,81.07723442,928.0394737,942.3171955,primers.trimmed.1392.105.SH21802.COI.31.100_F_filt.fastq.gz,31,arms,31_EFGshal,0.158665243,0.052180641,0.348420121,0.052687432,0.001283959,0.000272775,395.8950762,105.0385937,0.011034233,0.004941442
SH21803,primers.trimmed.1392.106.SH21803.COI.31.500_F_filt,primers-trimmed-1392-106-SH21803-COI-31-500_F_filt.fastq.gz,SH21803-COI-31-500,31_EFGshal_500,efgb_arms_31_500,EFGB_31_500,EFGB_shallow,EFGB,EFGB_shallow,EFGB_shallow,23.17,36.31,55,22.5535989,14,1.333492378,2.428571429,27.900075,-93.609576,shallow,500,98725,452,5.607750649,0.958707139,0.91724602,39.2170725,472.0909091,486.8514664,primers.trimmed.1392.106.SH21803.COI.31.500_F_filt.fastq.gz,31,arms,31_EFGshal,0.158665243,0.052180641,0.348420121,0.052687432,0.001283959,0.000272775,395.8950762,105.0385937,0.011034233,0.004941442
SH21724,primers.trimmed.1392.025.SH21724.COI.25.SESS_F_filt,primers-trimmed-1392-025-SH21724-COI-25-SESS_F_filt.fastq.gz,SH21724-COI-25-SESS,25_BRIshal_SESSILE,bright_arms_25_sessile,Bright_25_sessile,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.6,36.29,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,sessile,90764,693,5.256483945,0.897675158,0.803617159,60.61658272,730.5375,734.3406047,primers.trimmed.1392.025.SH21724.COI.25.SESS_F_filt.fastq.gz,25,arms,25_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21725,primers.trimmed.1392.026.SH21725.COI.26.SESS_F_filt,primers-trimmed-1392-026-SH21725-COI-26-SESS_F_filt.fastq.gz,SH21725-COI-26-SESS,26_BRIshal_SESSILE,bright_arms_26_sessile,Bright_26_sessile,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.46,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,sessile,61174,575,5.161422793,0.904925332,0.812263491,52.08013153,594.7037037,603.7175336,primers.trimmed.1392.026.SH21725.COI.26.SESS_F_filt.fastq.gz,26,arms,26_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21726,primers.trimmed.1392.027.SH21726.COI.27.SESS_F_filt,primers-trimmed-1392-027-SH21726-COI-27-SESS_F_filt.fastq.gz,SH21726-COI-27-SESS,27_BRIshal_SESSILE,bright_arms_27_sessile,Bright_27_sessile,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.54,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,sessile,54991,560,5.002504086,0.891001481,0.790542677,51.21427857,581.5853659,590.854068,primers.trimmed.1392.027.SH21726.COI.27.SESS_F_filt.fastq.gz,27,arms,27_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21785,primers.trimmed.1392.087.SH21785.COI.25.100_F_filt,primers-trimmed-1392-087-SH21785-COI-25-100_F_filt.fastq.gz,SH21785-COI-25-100,25_BRIshal_100,bright_arms_25_100,Bright_25_100,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.6,36.29,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,100,51822,520,4.948759774,0.887513419,0.791316795,47.80955746,566.48,577.8359214,primers.trimmed.1392.087.SH21785.COI.25.100_F_filt.fastq.gz,25,arms,25_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21786,primers.trimmed.1392.088.SH21786.COI.25.500_F_filt,primers-trimmed-1392-088-SH21786-COI-25-500_F_filt.fastq.gz,SH21786-COI-25-500,25_BRIshal_500,bright_arms_25_500,Bright_25_500,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.6,36.29,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,500,45433,405,5.526527299,0.922693724,0.920491548,37.67253136,431.7272727,436.2791111,primers.trimmed.1392.088.SH21786.COI.25.500_F_filt.fastq.gz,25,arms,25_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21787,primers.trimmed.1392.089.SH21787.COI.26.100_F_filt,primers-trimmed-1392-089-SH21787-COI-26-100_F_filt.fastq.gz,SH21787-COI-26-100,26_BRIshal_100,bright_arms_26_100,Bright_26_100,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.46,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,100,60158,734,6.682918088,0.971912494,1.012792141,66.60772405,754.7802198,763.9622733,primers.trimmed.1392.089.SH21787.COI.26.100_F_filt.fastq.gz,26,arms,26_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21788,primers.trimmed.1392.090.SH21788.COI.26.100c_F_filt,primers-trimmed-1392-090-SH21788-COI-26-100c_F_filt.fastq.gz,SH21788-COI-26-100c,26c_BRIshal_100,bright_arms_26c_100,Bright_26c_100,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.46,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,100,50498,675,6.059197437,0.946482082,0.930078996,62.23632085,693.4848485,706.2379195,primers.trimmed.1392.090.SH21788.COI.26.100c_F_filt.fastq.gz,26c,arms,26_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21789,primers.trimmed.1392.091.SH21789.COI.26.500_F_filt,primers-trimmed-1392-091-SH21789-COI-26-500_F_filt.fastq.gz,SH21789-COI-26-500,26_BRIshal_500,bright_arms_26_500,Bright_26_500,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.46,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,500,49830,381,4.82642425,0.922041378,0.81214659,35.13192619,391.7884615,396.7203052,primers.trimmed.1392.091.SH21789.COI.26.500_F_filt.fastq.gz,26,arms,26_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21790,primers.trimmed.1392.092.SH21790.COI.26.500b_F_filt,primers-trimmed-1392-092-SH21790-COI-26-500b_F_filt.fastq.gz,SH21790-COI-26-500b,26b_BRIshal_500,bright_arms_26b_500,Bright_26b_500,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.46,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,500,45629,389,5.488390968,0.95525403,0.92031826,36.16603235,404.9183673,410.7884462,primers.trimmed.1392.092.SH21790.COI.26.500b_F_filt.fastq.gz,26b,arms,26_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21791,primers.trimmed.1392.093.SH21791.COI.27.100_F_filt,primers-trimmed-1392-093-SH21791-COI-27-100_F_filt.fastq.gz,SH21791-COIS-27-100,27_BRIshal_100,bright_arms_27_100,Bright_27_100,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.54,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,100,55369,763,6.849248484,0.981721582,1.031939462,69.76887819,803.7916667,809.7711061,primers.trimmed.1392.093.SH21791.COI.27.100_F_filt.fastq.gz,27,arms,27_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21792,primers.trimmed.1392.094.SH21792.COI.27.500_F_filt,primers-trimmed-1392-094-SH21792-COI-27-500_F_filt.fastq.gz,SH21792-COI-27-500,27_BRIshal_500,bright_arms_27_500,Bright_27_500,Bright_shallow,Bright,Bright_shallow,Bright_shallow,22.54,36.32,65,21.6484004,9.3,0.416501906,4.142857143,27.89328,-93.271731,shallow,500,53407,506,6.253303929,0.973244925,1.0042989,46.39114934,529.4590164,536.3262938,primers.trimmed.1392.094.SH21792.COI.27.500_F_filt.fastq.gz,27,arms,27_BRIshal,0.17203476,0.059316113,0.352876233,0.068628463,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21718,primers.trimmed.1392.019.SH21718.COI.19.SESS_F_filt,primers-trimmed-1392-019-SH21718-COI-19-SESS_F_filt.fastq.gz,SH21718-COI-19-SESS,19_BRIcoral_SESSILE,bright_arms_19_sessile,Bright_19_sessile,Bright_coral,Bright,Bright_coral,Bright_deep1,20.76,36.32,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,sessile,51194,644,5.402967852,0.9011697,0.835377169,59.29886634,690.1204819,696.3849716,primers.trimmed.1392.019.SH21718.COI.19.SESS_F_filt.fastq.gz,19,arms,19_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21719,primers.trimmed.1392.020.SH21719.COI.20.SESS_F_filt,primers-trimmed-1392-020-SH21719-COI-20-SESS_F_filt.fastq.gz,SH21719-COI-20-SESS,20_BRIcoral_SESSILE,bright_arms_20_sessile,Bright_20_sessile,Bright_coral,Bright,Bright_coral,Bright_deep1,20.79,36.25,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,sessile,48063,771,5.660486334,0.879564055,0.851496944,71.42679617,796.5461538,814.6326914,primers.trimmed.1392.020.SH21719.COI.20.SESS_F_filt.fastq.gz,20,arms,20_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21720,primers.trimmed.1392.021.SH21720.COI.21.SESS_F_filt,primers-trimmed-1392-021-SH21720-COI-21-SESS_F_filt.fastq.gz,SH21720-COI-21-SESS,21_BRIcoral_SESSILE,bright_arms_21_sessile,Bright_21_sessile,Bright_coral,Bright,Bright_coral,Bright_deep1,20.94,36.32,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,sessile,49096,725,5.328145659,0.895707651,0.808989795,67.02752382,760.7589286,774.3071029,primers.trimmed.1392.021.SH21720.COI.21.SESS_F_filt.fastq.gz,21,arms,21_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21772,primers.trimmed.1392.074.SH21772.COI.19.100_F_filt,primers-trimmed-1392-074-SH21772-COI-19-100_F_filt.fastq.gz,SH21772-COI-19-100,19_BRIcoral_100,bright_arms_19_100,Bright_19_100,Bright_coral,Bright,Bright_coral,Bright_deep1,20.76,36.32,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,100,68681,841,6.93641292,0.981586382,1.029967854,75.42271824,866.744186,886.4485458,primers.trimmed.1392.074.SH21772.COI.19.100_F_filt.fastq.gz,19,arms,19_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21773,primers.trimmed.1392.075.SH21773.COI.19.500_F_filt,primers-trimmed-1392-075-SH21773-COI-19-500_F_filt.fastq.gz,SH21773-COI-19-500,19_BRIcoral_500,bright_arms_19_500,Bright_19_500,Bright_coral,Bright,Bright_coral,Bright_deep1,20.76,36.32,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,500,46697,500,6.32221062,0.97074696,1.01731445,46.41240826,519.9322034,527.7183433,primers.trimmed.1392.075.SH21773.COI.19.500_F_filt.fastq.gz,19,arms,19_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21774,primers.trimmed.1392.076.SH21774.COI.20.100_F_filt,primers-trimmed-1392-076-SH21774-COI-20-100_F_filt.fastq.gz,SH21774-COI-20-100,20_BRIcoral_100,bright_arms_20_100,Bright_20_100,Bright_coral,Bright,Bright_coral,Bright_deep1,20.79,36.25,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,100,51841,787,6.703339747,0.972636865,1.005265491,72.40278084,824.5688073,838.4087428,primers.trimmed.1392.076.SH21774.COI.20.100_F_filt.fastq.gz,20,arms,20_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21775,primers.trimmed.1392.077.SH21775.COI.20.100b_F_filt,primers-trimmed-1392-077-SH21775-COI-20-100b_F_filt.fastq.gz,SH21775-COI-20-100b,20b_BRIcoral_100,bright_arms_20b_100,Bright_20b_100,Bright_coral,Bright,Bright_coral,Bright_deep1,20.79,36.25,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,100,51976,792,7.002619508,0.98058732,1.049150513,72.8459068,831.1666667,847.2662957,primers.trimmed.1392.077.SH21775.COI.20.100b_F_filt.fastq.gz,20b,arms,20_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21776,primers.trimmed.1392.078.SH21776.COI.20.500_F_filt,primers-trimmed-1392-078-SH21776-COI-20-500_F_filt.fastq.gz,SH21776-COI-20-500,20_BRIcoral_500,bright_arms_20_500,Bright_20_500,Bright_coral,Bright,Bright_coral,Bright_deep1,20.79,36.25,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,500,50165,501,5.655854354,0.923191241,0.909797768,46.19760089,529.6515152,539.7441333,primers.trimmed.1392.078.SH21776.COI.20.500_F_filt.fastq.gz,20,arms,20_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21777,primers.trimmed.1392.079.SH21777.COI.21.100_F_filt,primers-trimmed-1392-079-SH21777-COI-21-100_F_filt.fastq.gz,SH21777-COI-21-100,21_BRIcoral_100,bright_arms_21_100,Bright_21_100,Bright_coral,Bright,Bright_coral,Bright_deep1,20.94,36.32,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,100,57245,858,7.212455073,0.983807368,1.067783539,78.22843659,897.9813084,905.7774965,primers.trimmed.1392.079.SH21777.COI.21.100_F_filt.fastq.gz,21,arms,21_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21778,primers.trimmed.1392.080.SH21778.COI.21.500_F_filt,primers-trimmed-1392-080-SH21778-COI-21-500_F_filt.fastq.gz,SH21778-COI-21-500,21_BRIcoral_500,bright_arms_21_500,Bright_21_500,Bright_coral,Bright,Bright_coral,Bright_deep1,20.94,36.32,83,20.60550411,5.8,-0.360435109,7.428571429,27.900727,-93.270305,coral,500,49999,450,6.128110793,0.973067438,1.003087649,41.49815441,477.5172414,484.3908729,primers.trimmed.1392.080.SH21778.COI.21.500_F_filt.fastq.gz,21,arms,21_BRIcoral,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21721,primers.trimmed.1392.022.SH21721.COI.22.SESS_F_filt,primers-trimmed-1392-022-SH21721-COI-22-SESS_F_filt.fastq.gz,SH21721-COI-22-SESS,22_BRIback_SESSILE,bright_arms_22_sessile,Bright_22_sessile,Bright_background,Bright,Bright_background,Bright_deep2,21.11,36.29,83,20.7366144,7,-0.066943023,6.857142857,27.900607,-93.270223,background,sessile,48216,640,5.854362508,0.947988348,0.906042148,59.25749417,691.4788732,692.791187,primers.trimmed.1392.022.SH21721.COI.22.SESS_F_filt.fastq.gz,22,arms,22_BRIback,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21722,primers.trimmed.1392.023.SH21722.COI.23.SESS_F_filt,primers-trimmed-1392-023-SH21722-COI-23-SESS_F_filt.fastq.gz,SH21722-COI-23-SESS,23_BRIback_SESSILE,bright_arms_23_sessile,Bright_23_sessile,Bright_background,Bright,Bright_background,Bright_deep2,20.92,36.3,83,20.7366144,7,-0.066943023,6.857142857,27.900607,-93.270223,background,sessile,54092,593,5.207675666,0.920763573,0.815586079,54.31969293,628.0113636,637.2776785,primers.trimmed.1392.023.SH21722.COI.23.SESS_F_filt.fastq.gz,23,arms,23_BRIback,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21723,primers.trimmed.1392.024.SH21723.COI.24.SESS_F_filt,primers-trimmed-1392-024-SH21723-COI-24-SESS_F_filt.fastq.gz,SH21723-COI-24-SESS,24_BRIback_SESSILE,bright_arms_24_sessile,Bright_24_sessile,Bright_background,Bright,Bright_background,Bright_deep2,21.07,36.29,83,20.7366144,7,-0.066943023,6.857142857,27.900607,-93.270223,background,sessile,61248,697,5.536642217,0.921402728,0.84570394,63.14250175,747.5283019,766.170036,primers.trimmed.1392.024.SH21723.COI.24.SESS_F_filt.fastq.gz,24,arms,24_BRIback,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21779,primers.trimmed.1392.081.SH21779.COI.22.100_F_filt,primers-trimmed-1392-081-SH21779-COI-22-100_F_filt.fastq.gz,SH21779-COI-22-100,22_BRIback_100,bright_arms_22_100,Bright_22_100,Bright_background,Bright,Bright_background,Bright_deep2,21.11,36.29,83,20.7366144,7,-0.066943023,6.857142857,27.900607,-93.270223,background,100,51955,847,7.013638703,0.980921629,1.040336707,77.91394537,903.6209677,924.1471676,primers.trimmed.1392.081.SH21779.COI.22.100_F_filt.fastq.gz,22,arms,22_BRIback,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
SH21780,primers.trimmed.1392.082.SH21780.COI.22.500_F_filt,primers-trimmed-1392-082-SH21780-COI-22-500_F_filt.fastq.gz,SH21780-COI-22-500,22_BRIback_500,bright_arms_22_500,Bright_22_500,Bright_background,Bright,Bright_background,Bright_deep2,21.11,36.29,83,20.7366144,7,-0.066943023,6.857142857,27.900607,-93.270223,background,500,50502,419,6.276377748,0.97801513,1.03950181,38.59731728,446.1276596,449.0304034,primers.trimmed.1392.082.SH21780.COI.22.500_F_filt.fastq.gz,22,arms,22_BRIback,0.17203476,0.059316113,0.353783152,0.077779936,0.001332392,0.000259265,417.8300923,127.6111537,0.0119523,0.005141303
